Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
FBP,FIRST BANCORP,Financials,Equity,"44,923,809.00",0.09,"44,923,809.00","3,775,110.00",11.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
FL,FOOT LOCKER INC,Consumer Discretionary,Equity,"44,663,507.72",0.09,"44,663,507.72","1,814,852.00",24.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
FULT,FULTON FINANCIAL CORP,Financials,Equity,"44,247,130.48",0.09,"44,247,130.48","3,653,768.00",12.11,United States,NASDAQ,USD,1,USD,-
URBN,URBAN OUTFITTERS INC,Consumer Discretionary,Equity,"44,161,775.70",0.09,"44,161,775.70","1,437,090.00",30.73,United States,NASDAQ,USD,1,USD,-
RELY,REMITLY GLOBAL INC,Financials,Equity,"44,154,136.08",0.09,"44,154,136.08","2,253,912.00",19.59,United States,NASDAQ,USD,1,USD,-
SONO,SONOS INC,Consumer Discretionary,Equity,"44,051,992.60",0.09,"44,051,992.60","2,860,519.00",15.4,United States,NASDAQ,USD,1,USD,-
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Financials,Equity,"43,739,798.96",0.08,"43,739,798.96","2,545,972.00",17.18,United States,NASDAQ,USD,1,USD,-
OSIS,OSI SYSTEMS INC,Information Technology,Equity,"43,581,249.81",0.08,"43,581,249.81","360,563.00",120.87,United States,NASDAQ,USD,1,USD,-
VIR,VIR BIOTECHNOLOGY INC,Health Care,Equity,"43,525,138.36",0.08,"43,525,138.36","1,631,377.00",26.68,United States,NASDAQ,USD,1,USD,-
NGVT,INGEVITY CORP,Materials,Equity,"43,526,191.03",0.08,"43,526,191.03","841,411.00",51.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
MHO,M I HOMES INC,Consumer Discretionary,Equity,"43,449,170.51",0.08,"43,449,170.51","598,391.00",72.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
CTRE,CARETRUST REIT INC,Real Estate,Equity,"43,347,026.85",0.08,"43,347,026.85","2,224,065.00",19.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
PD,PAGERDUTY INC,Information Technology,Equity,"43,190,102.78",0.08,"43,190,102.78","1,943,749.00",22.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,Equity,"42,814,608.36",0.08,"42,814,608.36","635,892.00",67.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
CNK,CINEMARK HOLDINGS INC,Communication,Equity,"42,499,502.08",0.08,"42,499,502.08","2,448,128.00",17.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Real Estate,Equity,"42,237,354.72",0.08,"42,237,354.72","625,368.00",67.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
CERE,CEREVEL THERAPEUTICS HOLDINGS INC,Health Care,Equity,"42,125,728.80",0.08,"42,125,728.80","1,284,321.00",32.8,United States,NASDAQ,USD,1,USD,-
KW,KENNEDY WILSON HOLDINGS INC,Real Estate,Equity,"42,028,076.64",0.08,"42,028,076.64","2,648,272.00",15.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
FSLY,FASTLY INC CLASS A,Information Technology,Equity,"41,963,222.76",0.08,"41,963,222.76","2,549,406.00",16.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
AUB,ATLANTIC UNION BANKSHARES CORP,Financials,Equity,"41,911,570.80",0.08,"41,911,570.80","1,567,960.00",26.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
VCYT,VERACYTE INC,Health Care,Equity,"41,792,060.16",0.08,"41,792,060.16","1,612,348.00",25.92,United States,NASDAQ,USD,1,USD,-
JACK,JACK IN THE BOX INC,Consumer Discretionary,Equity,"41,682,689.64",0.08,"41,682,689.64","465,001.00",89.64,United States,NASDAQ,USD,1,USD,-
ATGE,ADTALEM GLOBAL EDUCATION INC,Consumer Discretionary,Equity,"41,619,374.60",0.08,"41,619,374.60","1,008,710.00",41.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
WOR,WORTHINGTON INDUSTRIES INC,Materials,Equity,"41,344,379.90",0.08,"41,344,379.90","706,138.00",58.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
THRM,GENTHERM INC,Consumer Discretionary,Equity,"41,271,016.62",0.08,"41,271,016.62","742,418.00",55.59,United States,NASDAQ,USD,1,USD,-
PSMT,PRICESMART INC,Consumer Staples,Equity,"41,070,278.64",0.08,"41,070,278.64","577,154.00",71.16,United States,NASDAQ,USD,1,USD,-
MTX,MINERALS TECHNOLOGIES INC,Materials,Equity,"40,872,635.40",0.08,"40,872,635.40","727,530.00",56.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
STR,SITIO ROYALTIES CORP CLASS A,Energy,Equity,"40,833,953.55",0.08,"40,833,953.55","1,591,967.00",25.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
AKRO,AKERO THERAPEUTICS INC,Health Care,Equity,"40,708,146.96",0.08,"40,708,146.96","782,548.00",52.02,United States,NASDAQ,USD,1,USD,-
EBC,EASTERN BANKSHARES INC,Financials,Equity,"40,665,294.20",0.08,"40,665,294.20","3,469,735.00",11.72,United States,NASDAQ,USD,1,USD,-
HLIO,HELIOS TECHNOLOGIES INC,Industrials,Equity,"40,597,705.35",0.08,"40,597,705.35","731,095.00",55.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
TRN,TRINITY INDUSTRIES INC,Industrials,Equity,"40,476,815.04",0.08,"40,476,815.04","1,845,728.00",21.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
HCC,WARRIOR MET COAL INC,Materials,Equity,"40,347,496.20",0.08,"40,347,496.20","1,160,745.00",34.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
CALM,CAL MAINE FOODS INC,Consumer Staples,Equity,"40,228,939.91",0.08,"40,228,939.91","854,299.00",47.09,United States,NASDAQ,USD,1,USD,-
FLYW,FLYWIRE CORP,Financials,Equity,"40,222,923.77",0.08,"40,222,923.77","1,284,667.00",31.31,United States,NASDAQ,USD,1,USD,-
MYGN,MYRIAD GENETICS INC,Health Care,Equity,"40,083,620.82",0.08,"40,083,620.82","1,784,667.00",22.46,United States,NASDAQ,USD,1,USD,-
NOVA,SUNNOVA ENERGY INTERNATIONAL INC,Utilities,Equity,"39,971,396.40",0.08,"39,971,396.40","2,228,060.00",17.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
APPN,APPIAN CORP CLASS A,Information Technology,Equity,"39,633,173.58",0.08,"39,633,173.58","897,897.00",44.14,United States,NASDAQ,USD,1,USD,-
DAN,DANA INCORPORATED INC,Consumer Discretionary,Equity,"39,625,994.52",0.08,"39,625,994.52","2,898,756.00",13.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMPH,AMPHASTAR PHARMACEUTICALS INC,Health Care,Equity,"39,519,277.28",0.08,"39,519,277.28","858,928.00",46.01,United States,NASDAQ,USD,1,USD,-
VGR,VECTOR GROUP LTD,Consumer Staples,Equity,"39,479,313.39",0.08,"39,479,313.39","3,233,359.00",12.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
INSW,INTERNATIONAL SEAWAYS INC,Energy,Equity,"39,448,027.64",0.08,"39,448,027.64","1,093,652.00",36.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
PPBI,PACFIC PREMIER BANCORP INC,Financials,Equity,"39,435,605.23",0.08,"39,435,605.23","1,962,947.00",20.09,United States,NASDAQ,USD,1,USD,-
FFBC,FIRST FINANCIAL BANCORP,Financials,Equity,"39,333,122.40",0.08,"39,333,122.40","1,952,016.00",20.15,United States,NASDAQ,USD,1,USD,-
LRN,STRIDE INC,Consumer Discretionary,Equity,"39,252,743.98",0.08,"39,252,743.98","945,166.00",41.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROCK,GIBRALTAR INDUSTRIES INC,Industrials,Equity,"39,216,256.20",0.08,"39,216,256.20","699,042.00",56.1,United States,NASDAQ,USD,1,USD,-
CRVL,CORVEL CORP,Health Care,Equity,"39,172,263.65",0.08,"39,172,263.65","196,303.00",199.55,United States,NASDAQ,USD,1,USD,-
BANF,BANCFIRST CORP,Financials,Equity,"39,121,497.90",0.08,"39,121,497.90","443,655.00",88.18,United States,NASDAQ,USD,1,USD,-
COHU,COHU INC,Information Technology,Equity,"39,063,763.75",0.08,"39,063,763.75","1,060,075.00",36.85,United States,NASDAQ,USD,1,USD,-
PCRX,PACIRA BIOSCIENCES INC,Health Care,Equity,"38,957,473.50",0.08,"38,957,473.50","1,010,570.00",38.55,United States,NASDAQ,USD,1,USD,-
DRH,DIAMONDROCK HOSPITALITY REIT,Real Estate,Equity,"38,861,586.88",0.08,"38,861,586.88","4,716,212.00",8.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
LBRT,LIBERTY ENERGY INC CLASS A,Energy,Equity,"38,818,771.62",0.08,"38,818,771.62","3,018,567.00",12.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
MGNI,MAGNITE INC,Communication,Equity,"38,815,848.96",0.08,"38,815,848.96","2,981,248.00",13.02,United States,NASDAQ,USD,1,USD,-
ALG,ALAMO GROUP INC,Industrials,Equity,"38,660,513.28",0.07,"38,660,513.28","226,032.00",171.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
AIR,AAR CORP,Industrials,Equity,"38,641,950.72",0.07,"38,641,950.72","745,408.00",51.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
WGO,WINNEBAGO INDUSTRIES INC,Consumer Discretionary,Equity,"38,447,275.32",0.07,"38,447,275.32","668,532.00",57.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
GVA,GRANITE CONSTRUCTION INC,Industrials,Equity,"38,440,643.16",0.07,"38,440,643.16","994,326.00",38.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
FRO,FRONTLINE,Energy,Equity,"38,438,439.75",0.07,"38,438,439.75","2,807,775.00",13.69,Norway,New York Stock Exchange Inc.,USD,1,USD,-
RLJ,RLJ LODGING TRUST REIT,Real Estate,Equity,"38,377,642.60",0.07,"38,377,642.60","3,596,780.00",10.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
OII,OCEANEERING INTERNATIONAL INC,Energy,Equity,"38,239,959.87",0.07,"38,239,959.87","2,248,087.00",17.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
LAZR,LUMINAR TECHNOLOGIES INC CLASS A,Consumer Discretionary,Equity,"38,210,737.50",0.07,"38,210,737.50","5,660,850.00",6.75,United States,NASDAQ,USD,1,USD,-
ODP,ODP CORP,Consumer Discretionary,Equity,"38,126,579.68",0.07,"38,126,579.68","898,576.00",42.43,United States,NASDAQ,USD,1,USD,-
AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Discretionary,Equity,"38,047,405.00",0.07,"38,047,405.00","3,458,855.00",11,United States,New York Stock Exchange Inc.,USD,1,USD,-
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,Equity,"38,044,755.75",0.07,"38,044,755.75","2,719,425.00",13.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
PFSI,PENNYMAC FINANCIAL SERVICES INC,Financials,Equity,"38,027,965.92",0.07,"38,027,965.92","604,002.00",62.96,United States,New York Stock Exchange Inc.,USD,1,USD,-
RIOT,RIOT PLATFORMS INC,Information Technology,Equity,"38,014,189.08",0.07,"38,014,189.08","3,559,381.00",10.68,United States,NASDAQ,USD,1,USD,-
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,Equity,"37,974,291.13",0.07,"37,974,291.13","509,107.00",74.59,United States,NASDAQ,USD,1,USD,-
NAVI,NAVIENT CORP,Financials,Equity,"37,976,907.52",0.07,"37,976,907.52","2,304,424.00",16.48,United States,NASDAQ,USD,1,USD,-
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Industrials,Equity,"37,901,536.30",0.07,"37,901,536.30","2,784,830.00",13.61,United States,NASDAQ,USD,1,USD,-
EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary,Equity,"37,706,096.32",0.07,"37,706,096.32","976,336.00",38.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
FGEN,FIBROGEN INC,Health Care,Equity,"37,634,794.73",0.07,"37,634,794.73","1,961,167.00",19.19,United States,NASDAQ,USD,1,USD,-
SUPN,SUPERNUS PHARMACEUTICALS INC,Health Care,Equity,"37,585,936.96",0.07,"37,585,936.96","1,115,972.00",33.68,United States,NASDAQ,USD,1,USD,-
SITM,SITIME CORP,Information Technology,Equity,"37,522,371.52",0.07,"37,522,371.52","363,448.00",103.24,United States,NASDAQ,USD,1,USD,-
TBBK,BANCORP INC,Financials,Equity,"37,435,736.52",0.07,"37,435,736.52","1,142,727.00",32.76,United States,NASDAQ,USD,1,USD,-
SAVE,SPIRIT AIRLINES INC,Industrials,Equity,"37,410,825.60",0.07,"37,410,825.60","2,445,152.00",15.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
NUS,NU SKIN ENTERPRISES INC CLASS A,Consumer Staples,Equity,"37,374,911.42",0.07,"37,374,911.42","1,107,733.00",33.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
SKYW,SKYWEST INC,Industrials,Equity,"37,373,448.70",0.07,"37,373,448.70","1,124,690.00",33.23,United States,NASDAQ,USD,1,USD,-
LAUR,LAUREATE EDUCATION INC,Consumer Discretionary,Equity,"37,360,041.04",0.07,"37,360,041.04","3,027,556.00",12.34,United States,NASDAQ,USD,1,USD,-
TOWN,TOWNEBANK,Financials,Equity,"37,187,153.88",0.07,"37,187,153.88","1,557,251.00",23.88,United States,NASDAQ,USD,1,USD,-
PRG,PROG HOLDINGS INC,Financials,Equity,"37,163,421.33",0.07,"37,163,421.33","1,127,189.00",32.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
WAFD,WASHINGTON FEDERAL INC,Financials,Equity,"36,944,220.81",0.07,"36,944,220.81","1,356,747.00",27.23,United States,NASDAQ,USD,1,USD,-
SXI,STANDEX INTERNATIONAL CORP,Industrials,Equity,"36,915,117.75",0.07,"36,915,117.75","265,825.00",138.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
HLIT,HARMONIC INC,Information Technology,Equity,"36,861,346.96",0.07,"36,861,346.96","2,066,219.00",17.84,United States,NASDAQ,USD,1,USD,-
CVBF,CVB FINANCIAL CORP,Financials,Equity,"36,847,021.20",0.07,"36,847,021.20","2,791,441.00",13.2,United States,NASDAQ,USD,1,USD,-
PHR,PHREESIA INC,Health Care,Equity,"36,792,991.20",0.07,"36,792,991.20","1,118,328.00",32.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
WLY,JOHN WILEY AND SONS INC CLASS A,Communication,Equity,"36,747,064.00",0.07,"36,747,064.00","967,028.00",38,United States,New York Stock Exchange Inc.,USD,1,USD,-
KAR,OPENLANE INC,Industrials,Equity,"36,738,928.86",0.07,"36,738,928.86","2,434,654.00",15.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARCH,ARCH RESOURCES INC CLASS A,Energy,Equity,"36,718,257.72",0.07,"36,718,257.72","333,772.00",110.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
ASAN,ASANA INC CLASS A,Information Technology,Equity,"36,658,794.90",0.07,"36,658,794.90","1,658,769.00",22.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
XRX,XEROX HOLDINGS CORP,Information Technology,Equity,"36,611,153.92",0.07,"36,611,153.92","2,571,008.00",14.24,United States,NASDAQ,USD,1,USD,-
ALGT,ALLEGIANT TRAVEL,Industrials,Equity,"36,373,502.88",0.07,"36,373,502.88","353,278.00",102.96,United States,NASDAQ,USD,1,USD,-
BMBL,BUMBLE INC CLASS A,Communication,Equity,"36,320,731.20",0.07,"36,320,731.20","2,247,570.00",16.16,United States,NASDAQ,USD,1,USD,-
RAMP,LIVERAMP HOLDINGS INC,Information Technology,Equity,"36,274,070.20",0.07,"36,274,070.20","1,428,113.00",25.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
HURN,HURON CONSULTING GROUP INC,Industrials,Equity,"36,232,641.90",0.07,"36,232,641.90","442,401.00",81.9,United States,NASDAQ,USD,1,USD,-
UPBD,UPBOUND GROUP INC,Consumer Discretionary,Equity,"36,207,201.40",0.07,"36,207,201.40","1,126,196.00",32.15,United States,NASDAQ,USD,1,USD,-
PJT,PJT PARTNERS INC CLASS A,Financials,Equity,"36,116,012.86",0.07,"36,116,012.86","532,606.00",67.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
TGH,TEXTAINER GROUP HOLDINGS LTD,Industrials,Equity,"35,878,490.96",0.07,"35,878,490.96","975,224.00",36.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
UNFI,UNITED NATURAL FOODS INC,Consumer Staples,Equity,"35,822,797.56",0.07,"35,822,797.56","1,340,172.00",26.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
CPE,CALLON PETROLEUM,Energy,Equity,"35,683,734.57",0.07,"35,683,734.57","1,107,159.00",32.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
XPRO,EXPRO GROUP HOLDINGS NV,Energy,Equity,"35,643,623.70",0.07,"35,643,623.70","1,947,739.00",18.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
AVDX,AVIDXCHANGE HOLDINGS INC,Financials,Equity,"35,583,026.94",0.07,"35,583,026.94","3,313,131.00",10.74,United States,NASDAQ,USD,1,USD,-
JOE,ST JOE,Real Estate,Equity,"35,548,984.00",0.07,"35,548,984.00","772,804.00",46,United States,New York Stock Exchange Inc.,USD,1,USD,-
FRME,FIRST MERCHANTS CORP,Financials,Equity,"35,469,940.00",0.07,"35,469,940.00","1,289,816.00",27.5,United States,NASDAQ,USD,1,USD,-
YOU,CLEAR SECURE INC CLASS A,Information Technology,Equity,"35,449,642.35",0.07,"35,449,642.35","1,447,515.00",24.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
UE,URBAN EDGE PROPERTIES,Real Estate,Equity,"35,408,150.46",0.07,"35,408,150.46","2,571,398.00",13.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,Equity,"35,317,541.60",0.07,"35,317,541.60","1,088,368.00",32.45,United States,NASDAQ,USD,1,USD,-
PGTI,PGT INNOVATIONS INC,Industrials,Equity,"35,208,302.92",0.07,"35,208,302.92","1,303,046.00",27.02,United States,New York Stock Exchange Inc.,USD,1,USD,-
CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology,Equity,"35,171,244.92",0.07,"35,171,244.92","2,200,954.00",15.98,United States,NASDAQ,USD,1,USD,-
OMI,OWENS & MINOR INC,Health Care,Equity,"35,113,269.60",0.07,"35,113,269.60","1,664,136.00",21.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
DK,DELEK US HOLDINGS INC,Energy,Equity,"35,084,002.36",0.07,"35,084,002.36","1,562,066.00",22.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
GOLF,ACUSHNET HOLDINGS CORP,Consumer Discretionary,Equity,"34,955,909.10",0.07,"34,955,909.10","749,805.00",46.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
CLDX,CELLDEX THERAPEUTICS INC,Health Care,Equity,"34,947,689.71",0.07,"34,947,689.71","1,027,571.00",34.01,United States,NASDAQ,USD,1,USD,-
GERN,GERON CORP,Health Care,Equity,"34,932,735.74",0.07,"34,932,735.74","9,649,927.00",3.62,United States,NASDAQ,USD,1,USD,-
VCEL,VERICEL CORP,Health Care,Equity,"34,923,382.90",0.07,"34,923,382.90","1,061,501.00",32.9,United States,NASDAQ,USD,1,USD,-
OEC,ORION ENGINEERED CARBONS SA,Materials,Equity,"34,888,244.97",0.07,"34,888,244.97","1,364,421.00",25.57,United States,New York Stock Exchange Inc.,USD,1,USD,-
BCRX,BIOCRYST PHARMACEUTICALS INC,Health Care,Equity,"34,888,319.84",0.07,"34,888,319.84","4,173,244.00",8.36,United States,NASDAQ,USD,1,USD,-
XNCR,XENCOR INC,Health Care,Equity,"34,845,449.52",0.07,"34,845,449.52","1,292,487.00",26.96,United States,NASDAQ,USD,1,USD,-
IVT,INVENTRUST PROPERTIES CORP,Real Estate,Equity,"34,835,836.82",0.07,"34,835,836.82","1,528,558.00",22.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROIC,RETAIL OPPORTUNITY INVESTMENTS REI,Real Estate,Equity,"34,837,339.68",0.07,"34,837,339.68","2,706,864.00",12.87,United States,NASDAQ,USD,1,USD,-
HTH,HILLTOP HOLDINGS INC,Financials,Equity,"34,839,082.10",0.07,"34,839,082.10","1,124,930.00",30.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
QTWO,Q2 HOLDINGS INC,Information Technology,Equity,"34,789,718.72",0.07,"34,789,718.72","1,256,854.00",27.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
BBIO,BRIDGEBIO PHARMA INC,Health Care,Equity,"34,723,691.00",0.07,"34,723,691.00","2,378,335.00",14.6,United States,NASDAQ,USD,1,USD,-
JOBY,JOBY AVIATION INC CLASS A,Industrials,Equity,"34,666,771.59",0.07,"34,666,771.59","5,787,441.00",5.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary,Equity,"34,662,703.60",0.07,"34,662,703.60","1,096,921.00",31.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
PSN,PARSONS CORP,Industrials,Equity,"34,614,808.32",0.07,"34,614,808.32","754,464.00",45.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
SBCF,SEACOAST BANKING OF FLORIDA,Financials,Equity,"34,590,571.04",0.07,"34,590,571.04","1,578,037.00",21.92,United States,NASDAQ,USD,1,USD,-
RDNT,RADNET INC,Health Care,Equity,"34,528,689.10",0.07,"34,528,689.10","1,124,713.00",30.7,United States,NASDAQ,USD,1,USD,-
GEF,GREIF INC CLASS A,Materials,Equity,"34,500,954.03",0.07,"34,500,954.03","558,539.00",61.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
XPEL,XPEL INC,Consumer Discretionary,Equity,"34,473,661.46",0.07,"34,473,661.46","484,589.00",71.14,United States,NASDAQ,USD,1,USD,-
CSGS,CSG SYSTEMS INTERNATIONAL INC,Industrials,Equity,"34,381,492.86",0.07,"34,381,492.86","697,818.00",49.27,United States,NASDAQ,USD,1,USD,-
MEI,METHODE ELECTRONICS INC,Information Technology,Equity,"34,306,624.48",0.07,"34,306,624.48","797,087.00",43.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
COUR,COURSERA INC,Consumer Discretionary,Equity,"34,235,165.16",0.07,"34,235,165.16","2,558,682.00",13.38,United States,New York Stock Exchange Inc.,USD,1,USD,-
UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology,Equity,"33,980,625.60",0.07,"33,980,625.60","1,017,384.00",33.4,United States,NASDAQ,USD,1,USD,-
IRWD,IRONWOOD PHARMA INC CLASS A,Health Care,Equity,"33,948,619.32",0.07,"33,948,619.32","3,077,844.00",11.03,United States,NASDAQ,USD,1,USD,-
EMBC,EMBECTA CORP,Health Care,Equity,"33,938,254.39",0.07,"33,938,254.39","1,294,859.00",26.21,United States,NASDAQ,USD,1,USD,-
BORR,BORR DRILLING LTD,Energy,Equity,"33,865,198.84",0.07,"33,865,198.84","4,527,433.00",7.48,Norway,New York Stock Exchange Inc.,USD,1,USD,-
PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,Equity,"33,747,905.51",0.07,"33,747,905.51","486,211.00",69.41,United States,NASDAQ,USD,1,USD,-
EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials,Equity,"33,746,179.47",0.07,"33,746,179.47","1,282,637.00",26.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
KN,KNOWLES CORP,Information Technology,Equity,"33,715,902.98",0.07,"33,715,902.98","2,009,291.00",16.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
ENVA,ENOVA INTERNATIONAL INC,Financials,Equity,"33,540,350.69",0.06,"33,540,350.69","694,561.00",48.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,Equity,"33,508,635.70",0.06,"33,508,635.70","3,176,174.00",10.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
MORF,MORPHIC HOLDING INC,Health Care,Equity,"33,327,160.23",0.06,"33,327,160.23","578,697.00",57.59,United States,NASDAQ,USD,1,USD,-
OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,Equity,"33,328,244.95",0.06,"33,328,244.95","336,479.00",99.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
GFF,GRIFFON CORP,Industrials,Equity,"33,267,027.85",0.06,"33,267,027.85","979,883.00",33.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
VSTO,VISTA OUTDOOR INC,Consumer Discretionary,Equity,"33,257,522.42",0.06,"33,257,522.42","1,258,801.00",26.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
CNS,COHEN & STEERS INC,Financials,Equity,"33,239,070.48",0.06,"33,239,070.48","573,384.00",57.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,Equity,"33,195,495.06",0.06,"33,195,495.06","778,141.00",42.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
MOD,MODINE MANUFACTURING,Consumer Discretionary,Equity,"33,165,411.44",0.06,"33,165,411.44","1,117,433.00",29.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
WSBC,WESBANCO INC,Financials,Equity,"33,111,829.80",0.06,"33,111,829.80","1,295,455.00",25.56,United States,NASDAQ,USD,1,USD,-
PRK,PARK NATIONAL CORP,Financials,Equity,"33,041,231.62",0.06,"33,041,231.62","320,198.00",103.19,United States,Nyse Mkt Llc,USD,1,USD,-
SNEX,STONEX GROUP INC,Financials,Equity,"33,006,827.67",0.06,"33,006,827.67","397,505.00",83.03,United States,NASDAQ,USD,1,USD,-
PRIM,PRIMORIS SERVICES CORP,Industrials,Equity,"32,886,801.99",0.06,"32,886,801.99","1,195,449.00",27.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,Equity,"32,863,297.50",0.06,"32,863,297.50","796,686.00",41.25,United States,NASDAQ,USD,1,USD,-
BKU,BANKUNITED INC,Financials,Equity,"32,857,578.60",0.06,"32,857,578.60","1,582,735.00",20.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
STRL,STERLING INFRASTRUCTURE INC,Industrials,Equity,"32,834,979.84",0.06,"32,834,979.84","657,752.00",49.92,United States,NASDAQ,USD,1,USD,-
AGYS,AGILYSYS INC,Information Technology,Equity,"32,819,431.20",0.06,"32,819,431.20","446,280.00",73.54,United States,NASDAQ,USD,1,USD,-
INT,WORLD FUEL SERVICES CORP,Energy,Equity,"32,596,527.36",0.06,"32,596,527.36","1,367,304.00",23.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
RNST,RENASANT CORP,Financials,Equity,"32,521,600.44",0.06,"32,521,600.44","1,180,886.00",27.54,United States,NASDAQ,USD,1,USD,-
GTY,GETTY REALTY REIT CORP,Real Estate,Equity,"32,412,742.20",0.06,"32,412,742.20","947,741.00",34.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
ADUS,ADDUS HOMECARE CORP,Health Care,Equity,"32,395,824.77",0.06,"32,395,824.77","346,739.00",93.43,United States,NASDAQ,USD,1,USD,-
AMRC,AMERESCO INC CLASS A,Industrials,Equity,"32,374,206.72",0.06,"32,374,206.72","715,136.00",45.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
